,Text,NER
4028, 'ha-ba-lu5-ge',PN
4029, 'szuszin{ki}',GN
4030, 'ha-ba-{d}szara2-gin7',PN
4031, '{d}szul-gi-kalam-ma-me-te-bi',PN
4032, 'ha-la-la',PN
4033, 'ha-la-lum',PN
4034, 'ha-la-sza',PN
4035, 'ha-lu5-lu5',PN
4036, 'ha-ma-{d}NE-in',PN
4037, 'ha-ni-mu',PN
4038, 'hal-li2',PN
4039, 'hal-ni',PN
4040, 'u3-dag-ga',WN
4041, 'dingir-ki-ma-at',PN
4042, 'hu-hu',PN
4043, 'hu-hu-ni',PN
4044, 'hu-li2-bar',PN
4045, 'i-bi2-zu',PN
4046, 'i-da-pi2-dingir',PN
4047, 'i-di3-na-da-ad',PN
4048, 'i-di3-...',PN
4049, 'i-di3-{d}iszkur',PN
4050, 'i-din-i3-li2',PN
4051, 'i-din-er3',PN
4052, 'i-din-na-dam',PN
4053, 'i-gu-du10-ga',PN
4054, 'i-in-ma-si',PN
4055, 'i-la-ak-szu-gir',PN
4056, 'i-la-ne-ni',PN
4057, 'i-mi',RN
4058, 'i-mu-ut-er3',PN
4059, 'i-ni-{d}suen',PN
4060, 'i-pi2-iq-na-ni',PN
4061, 'i-szar-a-hi',PN
4062, 'nag-su{ki}',GN
4063, 'i-szar-di-ku5',PN
4064, 'i-szar-di-ku5-ni',PN
4065, 'i-szar-lu2-ba-ni',PN
4066, 'i',PN
4067, 'i-ti',PN
4068, 'i-ti-ib2',PN
4069, 'i-ti-...',PN
4070, 'i-tur-i3-li2',PN
4071, 'i-x-har-i3-si-in{ki}',GN
4072, 'ku-sza-a-bi',PN
4073, 'i3-in-ne2',PN
4074, 'i3-la2-la2',PN
4075, 'i3-li2-an-dul3',PN
4076, 'i3-li2-dan',PN
4077, 'i3-li2-dingir-lum',PN
4078, 'i3-li2-me-szum',PN
4079, 'i3-li2-mi-szu2',PN
4080, 'i3-li2-mi-ti',PN
4081, 'i3-li2-tab-ba-i3',PN
4082, 'i3-pa2-li2-is',PN
4083, 'i3-szum',GN
4084, 'ig-lu-hi-x',PN
4085, 'ig-mul-{d}er3',PN
4086, 'ur-du6-ku3',PN
4087, 'ur-du6-x',PN
4088, 'igi-a-a',PN
4089, 'igi-an-...',PN
4090, 'igi-ba-szu-szu',PN
4091, 'igi-e2-ba',PN
4092, 'igi-lugal',PN
4093, 'igi-pesz2',PN
4094, 'igi-sa6-ga',PN
4095, 'il-lu',PN
4096, 'hul-la',PN
4097, 'ka5-a-x',PN
4098, 'inim-dingir',PN
4099, 'inim-ma-an-ni-zi',PN
4100, 'inim-ma-dingir',PN
4101, 'szu-ga-tum',PN
4102, 'sza-lam-KU-da',PN
4103, 'ka-la-a-a',PN
4104, 'KA-lu5',PN
4105, 'KA-NE-a',PN
4106, 'KA-ni-zi',PN
4107, '...-lil2-la2',PN
4108, 'si-mu-ru-um{ki}',GN
4109, 'lu-lu-bu',GN
4110, 'KAL-AN-i3-li2',PN
4111, 'KAL-i3-li2',PN
4112, 'kal-kal-la',PN
4113, 'kas3-mu-sza',PN
4114, '{d}iszkur-kaskal-kur-illat',PN
4115, '{d}iszkur-illat',PN
4116, 'kasz-sag10',PN
4117, 'ur-bi2-lum{ki}',GN
4118, 'ab-ki-a',PN
4119, 'ki-ri-ib-ul',PN
4120, 'ha-x-x-sza-an',PN
4121, 'ur-lum-ma',PN
4122, 'x-x-x',PN
4123, 'za-na-a',PN
4124, 'za-na-na',PN
4125, '{d}utu-gu2-gal',PN
4126, '{d}gu3-de2-a',PN
4127, 'ki-ag2',PN|FN
4128, 'ki-la-ri2',PN
4129, 'ki-lu2-la',PN
4130, 'ki-lu5-...',PN
4131, 'ki-ni-ib-szi',PN
4132, 'ki-uku2-la',PN
4133, '{d}ku3-si-x',PN
4134, 'za-an-za-ni',PN
4135, 'szer7-um',PN
4136, 'lu2-x{ki}',GN
4137, 'iri-sa12-rig8{ki}',GN
4138, 'kisz-ti-esz18-dar',PN
4139, 'lu2-igi-x',PN
4140, 'lugal-si-NE',PN
4141, 'ku-bu-lum',PN
4142, 'ku-ru-ub-{d}iszkur',PN
4143, 'a2-gu4',PN
4144, 'ku3-sig17-ga',PN
4145, 'ku3-{d}dumu-zi',PN
4146, 'szesz-ab-ba',PN
4147, 'nin-sag10',PN
4148, '{d}palil',DN
4149, 'kur-bi-la-ak',PN
4150, 'kur-sza-num2',PN
4151, 'x-x-a',DN
4152, 'e3-lu-num2',PN
4153, '{d}nin-hur-sag-ka',DN
4154, 'gir13-gesz{ki}',GN
4155, 'na-ah-ba-tum',PN
4156, 'dumu-zi-da',DN
4157, 'urua',GN
4158, '{d}igi-zi-bar',PN
4159, '{d}nin-iri-ni',DN
4160, 'zabala{ki}',GN
4161, 'la-a-a',PN
4162, 'la-a-ni',PN
4163, 'lu2-isin2{si}{ki}',GN
4164, 'la-ma-ha-ar',PN
4165, 'lam-ma',PN
4166, 'li-bur-ne2-mid',PN
4167, 'li-bur-{d}szu-{d}suen',PN
4168, 'lu-{d}nanna',PN
4169, 'ARAD2-re-eb',PN
4170, 'szu-{d}ma-mi-tum',PN
4171, 'za-ab-sza-li{ki}',GN
4172, 'zi-mu-dar',GN
4173, 'lu2-ab-ba',PN
4174, 'lu2-ib-gal',PN
4175, 'lu2-{d}asz7-gi4',PN
4176, 'lu2-DU',PN
4177, 'lu2-ku3-ga-ni',PN
4178, 'lu2-a-mu',PN
4179, 'lu2-al-du10-ga',PN
4180, 'lu2-an-na',PN
4181, 'lu2-bal-sag10',PN
4182, 'lu2-bar-ku3-zu',PN
4183, 'lu2-bi-bi',PN
4184, 'lu2-bulug-ga2',PN
4185, 'lu2-da-ga',PN
4186, 'a2-an-du-ru',PN
4187, 'ki-ni-ki-ni',PN
4188, 'lugal-ba-ra-ab-e3',PN
4189, '{d}szara2-du6-ku3-ge',PN
4190, 'lu2-du10-mu',PN
4191, 'lu2-e2-a-na',PN
4192, 'lu2-e2-ki',PN
4193, 'ur-{d}ig-gal',PN
4194, 'lu2-er3',PN
4195, 'lu2-es3-sa2',PN
4196, 'lu2-ga-ga',PN
4197, 'lu2-gaba',PN
4198, 'lu2-gi-x',PN
4199, 'lu2-gir-gi4-lu{ki}',PN
4200, 'bur2-sar',PN
4201, 'ur-{d}lugal-edin-ka',PN
4202, 'lu2-gu2-ab-ba{ki}',PN
4203, 'lu2-hu-wa-wa',PN
4204, 'lu2-i5-gar-sa6-ga',PN
4205, 'lu2-igi-e3',PN
4206, 'lu2-igi-ma',PN
4207, 'lu2-inanna',PN
4208, 'lu2-inim-gi-na',PN
4209, 'nin-bu3-bu3-ka',PN
4210, 'lu2-ku3-ga',PN
4211, 'lu2-lagasz',PN
4212, 'lu2-ma-ma',PN
4213, 'lu2-ma2-gan',PN
4214, 'lu2-ma2-gur8',PN
4215, 'lu2-nam-tar',PN
4216, 'lu2-nin-mu',PN
4217, 'lu2-sa6-sa6-ga',PN
4218, 'lu2-sag-ub3{ki}',PN
4219, 'lu2-sza3-gu',PN
4220, 'lu2-szu-nir-re',PN
4221, 'lu2-u3-mu',PN
4222, 'lu2-u4-x',PN
4223, 'lu2-um-ma',PN
4224, 'lu2-x-sa6-ga',PN
4225, 'lu2-za-su6-ma',PN
4226, 'lu2-zabala3{ki}',PN
4227, 'lu2-zi-in-i3-zu',PN
4228, 'lu2-x-e2-di',PN
4229, 'lu2-{d}amar-{d}suen',PN
4230, 'lu2-{d}bad3',PN
4231, 'lu2-{d}du-du',PN
4232, 'lu2-{d}dumu-zi-da',PN
4233, 'lu2-{d}e2-an-ka',PN
4234, 'lu2-{d}en-sig-nun',PN
4235, 'lu2-{d}ga2-tum3-du10',PN
4236, 'lu2-{d}gesztin',PN
4237, 'ur-{d}EN-x',PN
4238, 'lu2-{d}isztaran',PN
4239, 'lu2-{d}lamma',PN
4240, 'geme2-kar-ke3',PN
4241, 'lu2-{d}nam2-nun-ka',PN
4242, 'lu2-{d}nig2-szubur',PN
4243, 'lu2-{d}nin-AB',PN
4244, 'du10-du10-ga',PN
4245, 'lu2-{d}nin-gir2-su-ka',PN
4246, 'lu2-{d}nin-lil2-ha-ti',PN
4247, 'u4-na-mu',PN
4248, 'lu2-{d}nin-szubur-ka',PN
4249, 'dingir-KA-na',PN
4250, 'szesz-da-da',PN
4251, '{d}nin-nag-su{ki}',GN
4252, 'lu2-{d}sukkal-an-ka',PN
4253, 'lu2-{d}sza-u18-sza',PN
4254, 'lu2-{d}szakkan2-da',PN
4255, 'da-zi-gi4-na',PN
4256, 'gu-u2-za',PN
4257, 'igi-dim-kesz2',PN
4258, 'lu2-{d}szu-nir',PN
4259, 'lu2-{d}szul-gi-x',PN
4260, 'lu2-{d}szusz3-{d}ba-ba6',PN
4261, 'lu2-{d}ur-{d}szara2',PN
4262, 'lu2-{d}x-x',PN
4263, 'lu2-{d}x-x-x',PN
4264, 'lu5-lu5-mu',PN
4265, 'lugal-PA',PN
4266, 'lugal-i3-mah',PN
4267, 'lugal-a-ad-da',PN
4268, 'lugal-a-ni-sa6-mu',PN
4269, 'lugal-a-tu5',PN
4270, 'lugal-a2-BAD',PN
4271, 'lugal-a2-mah',PN
4272, 'lugal-a2-zi',PN
4273, 'lugal-ab-e3',PN
4274, 'lugal-ad-da',PN
4275, 'lugal-aga',PN
4276, 'lugal-am-gal',PN
4277, 'lugal-an-na-ab-tum2',PN
4278, 'lugal-bad3{ki}',PN
4279, 'lugal-bala-sag10',PN
4280, 'lugal-dab6-ba-an',PN
4281, 'lugal-dingir-ni',PN
4282, 'lugal-du11-ge',PN
4283, 'lugal-dub-sar',PN
4284, 'lugal-dur9{ur3}-re',PN
4285, 'lugal-e-i3-zu',PN
4286, 'lugal-e2-x',PN
4287, 'lugal-e2-...',PN
4288, 'lugal-engar-du10',PN
4289, 'lugal-ga2-i3-gi',PN
4290, 'lugal-gesz-hur',PN
4291, 'lugal-gesz-...',PN
4292, 'lugal-geszkim-zi',PN
4293, 'lugal-gu2-en',PN
4294, 'lugal-gu3-de2-a',PN
4295, 'lugal-gub-ba-ni',PN
4296, 'lugal-gur4',PN
4297, 'lugal-gur8',PN
4298, 'lugal-HAR',PN
4299, 'lu2-sa6-ga-ka',PN
4300, 'lu2-sa6-x',PN
4301, 'lugal-he-nun',PN
4302, 'lugal-i3-ti',PN
4303, 'lugal-ibila',PN
4304, 'ku-za',PN
4305, 'lugal-inim-du10',PN
4306, 'lugal-KA-gi-na',PN
4307, 'lugal-kal-la',PN
4308, 'lugal-kam-ni',PN
4309, 'lu2-giri3',PN
4310, 'lugal-kas4',PN
4311, 'lugal-ku3-ba-gur',PN
4312, 'lugal-ku3-bi',PN
4313, 'lugal-inim-gi',PN
4314, 'ur-gesz-sza3-ga',PN
4315, 'lugal-ku3-...',PN
4316, 'lugal-la-gal2',PN
4317, 'lugal-la2',PN
4318, 'lugal-lu2-du10',PN
4319, 'lugal-lu5',PN
4320, 'lugal-ma-ku5',PN
4321, 'lugal-ma2-gur8',PN
4322, 'lugal-ma2-x',PN
4323, 'lugal-mah',PN
4324, 'lugal-mar2-da',GN
4325, 'lugal-me-du10-ga',PN
4326, 'lugal-me-e3-a',PN
4327, 'lugal-me-te-na',PN
4328, 'lugal-mu',PN
4329, 'lugal-na-DU',PN
4330, 'lugal-nam2-mah',PN
4331, 'lugal-nesag-e-NI',PN
4332, 'lugal-ni2-te-na',PN
4333, 'lugal-nidba',PN
4334, 'lugal-nig2-ba',PN
4335, 'lugal-nig2-nidba',PN
4336, 'lugal-nita',PN
4337, 'lugal-ra-ni',PN
4338, 'lugal-sa6-mu',PN
4339, 'gu4-gal2',PN
4340, 'lugal-siskur2-re',PN
4341, 'lugal-sza3-da',PN
4342, 'lugal-sza3-lim',PN
4343, 'lugal-szu-mah',PN
4344, 'lugal-szuba2',PN
4345, 'lugal-TAR-kak',PN
4346, 'lugal-tesz2',PN
4347, 'lugal-tu5',PN
4348, 'lugal-tug2-gid2',PN
4349, 'lugal-u4-su3',PN
4350, 'lugal-ubara',PN
4351, 'lugal-ur2-a-ni',PN
4352, 'lugal-ur2-ra-ne2',PN
4353, 'lugal-ur2-ra-ni-ni',PN
4354, 'lugal-uri2',PN
4355, 'er3-sag-rig7-nin-geszkim-zi',PN
4356, 'ur-kisal-ka',PN
4357, 'lugal-zi-a',PN
4358, 'lugal-zi-da',PN
4359, 'lugal-...-sza3-ga-du11',PN
4360, 'lugal-x-masz',PN
4361, 'lugal-{d}ba',PN
4362, 'lugal-{d}da-mu',PN
4363, 'lugal-{d}iszkur',PN
4364, 'lugal-{d}lamma',PN
4365, 'lugal-{d}nin-szubur',PN
4366, 'ga-x-x',PN
4367, 'ma-nu-um-ki-{d}amar-{d}suen',PN
4368, 'lu2-tilla3',PN
4369, 'ma-an-ne2',PN
4370, '{d}gu2-la2',PN
4371, 'ma-ga-ru-um',PN
4372, 'ma-ma-a',PN
4373, 'ma-ma-szar-ra-at',PN
4374, 'su3-he2',PN
4375, 'er3-re-bu-um',PN
4376, 'sza3-ki',PN
4377, 'ku3-x',PN
4378, 'lu5-la',PN
4379, 'lugal-i3-za',PN
4380, 'nin-x-tum',PN
4381, '{d}zabala3{ki}',DN
4382, 'x-x-ka',DN
4383, 'ma-ni-ki-ni',PN
4384, 'ma-ni-li2',PN
4385, '{d}nin-kas4',DN
4386, 'ma-u2-u2',PN
4387, 'ma-x-x',PN
4388, 'ma-zu',PN
4389, 'ba-a-szi-szu',PN
4390, 'mun-gazi',PN
4391, 'pa-lu-sze',PN
4392, '{d}utu-ki-du10',PN
4393, 'bi2-du10-i3-sa6',PN
4394, 'ba-a-szi-x',PN
4395, 'ab-ba-du-du',PN
4396, 'an-na-ka',DN
4397, 'mar-tu-sa6-ga',PN
4398, '{d}x-x-sag-tur',DN
4399, 'na-da',PN
4400, '|PU3.SZA|-{d}lamma',PN
4401, 'pi-ru-ru-ti',PN
4402, 'ur-{d}nin-gubalag',PN
4403, 'a-a-i3-li2',PN
4404, 'a-bi2-si2-im-ti',PN
4405, 'a-da-gal',PN
4406, 'a-hu-we-er',PN
4407, 'a-li-ib',PN
4408, 'ir-lu-numun',PN
4409, 'a-mur-da-ku-um',PN
4410, 'a-na-um-ma',PN
4411, 'bu-ri2-tum',PN
4412, 'si-ga-an{ki}',GN
4413, 'a-pi5-la-sza',PN
4414, '{d}amar-{d}suen-{d}szara2-ki-ag2',FN
4415, 'a2-da-a',PN
4416, 'ad-da-tur',PN
4417, 'al-la-...',PN
4418, 'amar-{d}da-mu',PN
4419, 'aq-ba-ia3',PN
4420, 'aq-ba-ni',PN
4421, 'ARAD2-hul3-la',PN
4422, 'ARAD2-u3',PN
4423, '{d}szul-gi-mi-szar',PN
4424, 'bur-na-zu',PN
4425, 'zi-ik-na-ad',PN
4426, 'da-hu-un-ba-an',PN
4427, 'dal-KU-mah',PN
4428, 'di-ku5-i3-zu',PN
4429, 'a-bi2-ki-in',PN
4430, 'be-li2-ba-ni',PN
4431, 'er3-ra-ma-x',PN
4432, 'ma-ti-i3-li2',PN
4433, 'la-al-gu-ni',PN
4434, 'e-er-be-li2',PN
4435, 'e-te-il-pu3-{d}da-gan',PN
4436, 'DU-a-ni',PN
4437, 'en-sza3-ku3-ge',PN
4438, 'ebih2{ki}',GN
4439, 'nu-gi4-ni-mu',PN
4440, 'kisz{ki}',GN
4441, 'er3-szum-ti-dingir',PN
4442, 'esz18-dar-il-szu',PN
4443, 'wa-da-al-tum',GN
4444, 'ga-an-za',PN
4445, 'geme2-{d}a-x-...',PN
4446, 'a-wi-x',PN
4447, 'ak-ba-ni',PN
4448, 'da-EZEN-EZEN-ISZ',PN
4449, 'dan-ha-la-ah',PN
4450, 'dingir-su-sipa',PN
4451, 'a-za-ak-za-gazx(KUM)',PN
4452, '{d}ur-namma',RN
4453, 'i-la-ku',PN
4454, 'i-szar-li-bur',PN
4455, 'in-szi-we-er',PN
4456, 'ur-ra-a',PN
4457, 'li-i3-si-in',PN
4458, 'lu-da-mi-iq',PN
4459, 'ha-bi2-da-tal',PN
4460, 'gu2-ne',PN
4461, 'li-ba-nu-uk-sza-ba-asz',PN
4462, 'ama-ug-ir',PN
4463, 'an-na-tal',PN
4464, 'bu-du-ur2',PN
4465, 'ur-szu{ki}',GN
4466, 'da-sal-ib-ri',PN
4467, 'e2-um',PN
4468, 'gu-ra-a',PN
4469, 'i-ba-ti',PN
4470, 'ku-ub-la{ki}',GN
4471, 'i3-li2-{d}da-gan',PN
4472, 'li-ba-an-asz-gu-bi',PN
4473, 'tu-tu-ub{ki}',GN
4474, 'mar-hu-ni',PN
4475, 'na-na-u3',PN
4476, 'ra-szi',PN
4477, 'zi-da-num2{ki}',GN
4478, 'zu-bu-usz',PN
4479, '{d}da-gan-a-bu',PN
4480, 'ia3-szi-li-im',PN
4481, 'tu-tu-la{ki}',GN
4482, '{d}en-na-nun',PN
4483, 'PI-ib',PN
4484, 'pu-ul-ba-at',PN
4485, 'si-NI-NI',PN
4486, '|BAD3.AN|{ki}',GN
4487, 'szi-du2-ri',PN
4488, 'szim-da-ku-ni',PN
4489, '{d}szu-mah',DN
4490, 'ze2-ru-la',PN
4491, '...-um',DN
4492, '{d}amar-{d}suen-na-ra-am-{d}en-lil2',PN
4493, '{d}szul-gi-pa-li2-il',PN
4494, 'geme2-gu2-edin-na',PN
4495, '{d}ul-ma-si-tum-ma',DN
4496, 'AB-ma-lik',PN
4497, 'pu3-zu-mu',PN
4498, 'gu-ga-lum',PN
4499, 'gu-ze2',PN
4500, 'ha-an-za-ab-tum',PN
4501, 'hu-un-nu-szu',PN
4502, 'hu-un-nu-um',PN
4503, 'hu-un-sa6-szesz',PN
4504, 'i-di3-{d}suen',PN
4505, 'i-din-i3-tug2',PN
4506, 'i-din-{d}suen',PN
4507, 'i-ku-nu-um',PN
4508, 'i-li-isz-ti-kal',PN
4509, 'i-mi-id-dingir',PN
4510, 'i-mi-{d}suen',PN
4511, 'i-szu-dan',PN
4512, 'i-szu-um-dingir',PN
4513, 'i-tur2-i3-li2',PN
4514, 'i-za-nu-um',PN
4515, 'u2-za-ar-{d}szul-gi{ki}',PN
4516, 'i-zur-i3-li2',PN
4517, 'ib-ni-{d}szul-gi',PN
4518, 'id-din-esz18-dar',PN
4519, 'id-da-a',PN
4520, 'id-ni-in-{d}suen',PN
4521, 'ig-bi2-dingir',PN
4522, 'igi-sa6-a',PN
4523, 'ik-szu-dum',PN
4524, 'ik-szu-tum',PN
4525, 'inim-ma-dingir-ne2',PN
4526, 'inim-{d}nanna',PN
4527, 'inim-{d}suen',PN
4528, 'ur-igi-ba-ra-KA',PN
4529, 'iri-ba-a',PN
4530, 'isz-me-dingir',PN
4531, 'isz-me-e2-a',PN
4532, 'kal-ta2-ah-ri',PN
4533, 'kal-{d}szul-gi',PN
4534, 'sa3-si2',PN
4535, '{d}nin-sun2-ka',PN
4536, 'ki-ag2-di-ku5',PN
4537, 'ki-gu-la',PN
4538, 'ki-ma-ni',PN
4539, 'dingir-il-su2',PN
4540, 'en-u4-su3',PN
4541, 'hu-lu-du-uk',PN
4542, 'ku-ru-ub-e2-a',PN
4543, 'es3-sa-tu',PN
4544, 'du-du{ki}',GN
4545, 'pu-ga-a',PN
4546, '{d}en-lil2-i3-zu',PN
4547, 'nita-eb',PN
4548, '{d}nanna-mu-dah',PN
4549, '{d}suen-ka3-szi-id',PN
4550, 'ku-ru-ub-er11',PN
4551, 'kur-mu-gam',PN
4552, 'AN-PA',PN
4553, 'lu2-geszkim-zi-da',PN
4554, 'AN-gesz',PN
4555, 'lugal-za3-e3',PN
4556, 'me-esz18-dar',PN
4557, 'mi-it-ah-isz',PN
4558, 'tu-li-id-{d}utu-szi',PN
4559, 'na-hi-bu-um',PN
4560, 'na-ni-pa2-tal',PN
4561, '{d}pa-bil3-sag',PN|FN
4562, 'ni-ba-ba',PN
4563, 'ni-ba-sza5',PN
4564, 'nig2-ba-sag10',PN
4565, '{d}szul-sza3-ga-na',DN
4566, 'nu-i3-da',PN
4567, 'dur-eb-la{ki}',GN
4568, 'PI-li-li',PN
4569, 'pi5-sza-ah-dingir',PN
4570, '{d}GESZ-x',PN
4571, 'si2-mat-i3-li2',PN
4572, 'sipa-sza3-ku3-ge',PN
4573, 'zi-ga-ze-na-a',PN
4574, '{d}gibil6',DN
4575, 'sza-al-ha-a',PN
4576, 'szu2-a',PN
4577, 'sze-li-bu-um',PN
4578, 'szesz-zi-mu',PN
4579, 'szi-ha-lum',PN
4580, 'szir',PN
4581, 'szu-zu',PN
4582, 'ta-la-a',PN
4583, 'te-ze-en6-ma-ma',PN
4584, 'u2-da-nu-um',PN
4585, 'u2-u2-mu',PN
4586, 'zi-ga-ze2-na',PN
4587, 'e2-{d}szara2',PN
4588, 'ur-ga2-nun-na',PN
4589, 'ur-gesz',PN
4590, 'ur-ku3-nun-na',PN
4591, 'ur-mu',PN
4592, 'ur-sa6-sa6-ga',PN
4593, 'lu2-si',PN
4594, 'lu2-an-na-ni-a',PN
4595, 'ur-{d}nin-gal',PN
4596, 'ur-{d}nin-ku3-nun-na',PN
4597, 'ur-{d}{asz}asz7-gi4',PN
4598, 'ur-{nab}nisaba2',PN
4599, 'wa-at-ra-at',PN
4600, 'wa-qar-AN-{d}suen',PN
4601, 'wa-wa-ti',PN
4602, 'za-ni-a',PN
4603, 'ze2-na-na',PN
4604, 'ze2-x',PN
4605, 'zi-kur-i3-li2',PN
4606, '{d}BULUG3-ra-ba',PN
4607, '{d}ir3-ha-an-sza',PN
4608, '{d}a-zi-a',DN
4609, '{d}ab-u2',DN
4610, '{d}al-la-ga2-gi4-a',PN
4611, '{d}amar-{d}suen-i3-li2',PN
4612, '{d}balag',DN
4613, '{d}be-la-at-erim2',PN
4614, '{d}be-la-at-suh-ner',PN
4615, '{d}bil3-sag',PN
4616, '{d}buranun(UD-NUN-KIB)-ti-a',PN
4617, '{d}dam-gal-nun-na',DN
4618, '{d}dumu-tab-sza-szesz-hi-li',PN
4619, '{d}edin',DN
4620, '{d}en-lil2-la2-zi',PN
4621, '{d}en-zi-kalam-ma',DN
4622, 'gu4-dab5',PN
4623, '{d}gesztin-an-na-lah5',PN
4624, '{d}gu-nu',PN
4625, '{d}ha-ia3',DN
4626, '{d}i7-lu2-ru-gu2',DN
4627, '{d}inanna-{gesz}dur2',PN
4628, '{d}iszkur-da-mi-iq',PN
4629, '{d}kal-kal',DN
4630, '{d}ki-ur-sag-e-ne',PN
4631, '{d}ku3-su3',DN
4632, '{d}lal3',DN
4633, '{d}lamma-lugal',PN
4634, '{d}mar-tu',DN
4635, '{d}me-...',PN
4636, '{d}nagar-pa-e3',PN
4637, '{d}nanna-gi',PN
4638, '{d}nin-a-zi-mu2-a',PN
4639, '{d}nin-a-zu',DN
4640, '{d}nin-an-ne2-x',PN
4641, '{d}nin-an-si4-an-na',PN
4642, '{d}nin-du6-zum-mu2-a',PN
4643, '{d}nin-e2-gab2-ka',PN
4644, '{d}nin-eb-gal',PN|DN
4645, '{d}nin-ga2-gi4-a',PN
4646, '{d}nin-gir-gi4-lu',DN
4647, '{d}nin-giri3-da',PN
4648, '{d}nin-gubalag',DN
4649, '{d}nin-igi-zi-bar',PN
4650, '{d}nin-in-si-na',DN
4651, '{d}nin-isin2{si}-na{ki}',DN
4652, '{d}nin-lil2-gun3-a',PN
4653, '{d}nin-nibru{ki}',DN
4654, '{d}nin-pirig',DN
4655, '{d}nin-pu2-sag',PN
4656, '{d}nin-si-sa2',DN
4657, '{d}nin-tu',DN
4658, '{d}nin-ur3-ra',PN
4659, '{d}nin-uri5{ki}-ma',PN
4660, '{d}nirah-er2-gal2',PN
4661, '{d}nu-banda3-mah',PN
4662, '{d}ra-du8-ri-a',PN
4663, '{d}sa-dir-nun-na',PN
4664, '{d}saman4',DN
4665, '{d}suen-be-li2',PN
4666, '{d}szu-il-at',DN
4667, '{d}szu-zi-na-an-na',PN
4668, '{d}szul-gi-a-a-mu',PN
4669, 'du6-lugal-pa-e3',GN
4670, '{d}ur-sag-an-na',PN
4671, '{d}ur-{d}nin-kar2',PN
4672, '{d}ur-{d}suen',PN
4673, '{d}ur3-bar-tab',DN
4674, '{d}x-x',DN
4675, '{d}x-...-da',PN
4676, 'ub-ba',PN
4677, '{d}nanna-masz-tum',PN
4678, 'LU2-SU',GN
4679, 'me-pa-e3',PN
4680, 'ur-esz3-bar',PN
4681, 'me-te-ama-na',PN
4682, 'mi-na-mu',PN
4683, 'mi-za-nim',PN
4684, 'mu-dingir-ra',PN
4685, 'mu-x-x',PN
4686, 'nin-sza3-szu-rinx(|SZU+LAGAB|)-tuku',PN
4687, 'MURGU2-nam-tar',PN
4688, 'ur-te-na',PN
4689, 'na-ba-silim',PN
4690, 'bar-tab-ba',PN
4691, 'na-na-ki-ga-ga',PN
4692, 'na-szi-ASZ-i3-li2',PN
4693, 'na-x',PN
4694, 'na-x-...',PN
4695, 'lu2-{d}mar-tu',PN
4696, 'ri-mi-dingir',PN
4697, 'nam-geme2-{d}ba-ba6',PN
4698, 'me-nigar',PN
4699, 'nam-mah-ni-x',PN
4700, 'nam-mah-szu',PN
4701, 'nam-nimgir-si',PN
4702, 'nam-tar-eb2-ul',PN
4703, 'a-da-a-da',PN
4704, 'nam-x-ni',PN
4705, 'NI-ka-ka-a',PN
4706, 'ni-da-ga',PN
4707, 'nig2-{d}en-lil2-da',PN
4708, 'AN-KU',PN
4709, 'nig2-du11-ga-ni',PN
4710, 'nig2-gi-na-zu',PN
4711, 'nig2-x-x',PN
4712, 'nig2-{d}nanna',PN
4713, 'nimgir-ki-ag2',PN
4714, 'nimgir-es3-a-DU',PN
4715, 'nimgir-nam-gi-na',PN
4716, 'nimgir-ra-kam',PN
4717, 'nimgir-sza3-kusz2-x',PN
4718, 'nin-a-ka-zal',PN
4719, 'nin-a-sal4',PN
4720, 'nin-a-x',PN
4721, 'nin-a2-ge6-ni',PN
4722, 'nin-a2-mu',PN
4723, 'nin-ab-ba',PN
4724, 'nin-ab-ba-na',PN
4725, 'nin-ab2-...',PN
4726, 'nin-ASZ-ISZ',PN
4727, 'nin-dingir-dingir-ra-szul-bi-e3-a',PN
4728, 'nin-du-du',PN
4729, 'nin-e-ba-an-sa6',PN
4730, 'nin-e2-zi-si-ma',PN
4731, 'nin-en-kusz2-u5',PN
4732, 'nin-en-sa6',PN
4733, 'nin-ezem-si4',PN
4734, 'nin-ga2-i3-gi',PN
4735, 'nin-gu4-KU',PN
4736, 'nin-he2-du7',PN
4737, 'nin-i3-di3',PN
4738, 'nin-i3-tuku',PN
4739, 'nin-ig-ka',PN
4740, 'nin-im-zu-da',PN
4741, 'nin-ma-al-x',PN
4742, 'nin-ma-ma',PN
4743, 'nin-me-a',PN
4744, 'nin-mu-da-nu-me-a',PN
4745, 'nin-mu-ki-bur2-i3-tuku',PN
4746, 'nin-mu-ma-an-ne',PN
4747, 'nin-mu-se-ge4',PN
4748, 'nin-mu-sig7-mu',PN
4749, 'nin-mu-silim-mu',PN
4750, 'nin-mu-za-x',PN
4751, 'nin-mug',PN
4752, 'nin-nam-mah-ni',PN
4753, 'nin-nam-tar-mu',PN
4754, 'nin-ne2-x-ERIM',PN
4755, 'nin-nig2-gur8-re',PN
4756, 'nin-nig2-i3-zu',PN
4757, 'nin-nig2-sag-gu7-gu7',PN
4758, 'nin-sag-bi-ni',PN
4759, 'nin-sila-na',PN
4760, 'nin-sza3-ra-tuku',PN
4761, 'nin-sza3-szu-rin-tuku',PN
4762, 'nin-szuba2',PN
4763, 'nin-ta-lu2-ulu3',PN
4764, 'nin-ukken-ne2',PN
4765, 'bu3-lu5',PN
4766, 'nin-x-ka-ni',PN
4767, 'lu2-en-na',PN
4768, 'nin-x-x-zi',PN
